,Company_Name,Rcmd_Name,Score
4213,community bankers' corporation,community bankers trust corporation.,0.81
120,bloom health partners inc.,p3 health partners inc.,0.81
11805,"community financial group, inc.","community financial system, inc.",0.81
5442,invesco municipal inc opportunities tr,invesco municipal income opportunities trust ii,0.81
12757,"kandi technologies group, inc.","shoals technologies group, inc.",0.81
11940,"corvus pharmaceuticals, inc.","provectus pharmaceuticals, inc.",0.81
10145,"digerati technologies, inc.",minerals technologies inc.,0.81
5626,"reneo pharmaceuticals, inc.","recursion pharmaceuticals, inc.",0.81
11925,bond resources inc.,concho resources inc.,0.81
1029,freight technologies inc.,"keysight technologies, inc.",0.81
11823,"home bancorp, inc.","hanover bancorp, inc.",0.81
5495,templeton emerging mkts income fund,templeton emerging markets income fund inc.,0.81
3374,braille energy systems inc.,orion energy systems inc.,0.81
4998,sienna senior living inc.,"sonida senior living, inc.",0.81
6881,"sage therapeutics, inc.","qualigen therapeutics, inc.",0.81
6244,envoy medical corporation.,envveno medical corporation,0.81
12067,ronin ventures corp.,4front ventures corp.,0.81
12227,aslan pharmaceuticals ltd.,"quoin pharmaceuticals, ltd.",0.81
4665,nexco resources inc.,concho resources inc.,0.81
1168,wonderfi technologies inc.,monogram technologies inc.,0.81
3093,"victory capital holdings, inc.","tristate capital holdings, inc.",0.81
1515,invesco ca value municipal income trust,invesco california value municipal income trust.,0.81
358,oaktree specialty lending corporation,oaktree specialty lending corp,0.81
9748,kobo resources inc.,concho resources inc.,0.81
8447,stonebridge acquisition corporation,fortune rise acquisition corporation,0.81
3882,"nocopi technologies, inc","procore technologies, inc.",0.81
7204,seaport calibre materials acq. corp.,seaport calibre materials acquisition corp.,0.81
2354,silver one resources inc.,"silver bull resources, inc.",0.81
3365,abercrombie & fitch co.,abercrombie & fitch company,0.81
1487,bar harbor bankshares,bar harbor bankshares inc.,0.81
113,"rocket pharmaceuticals, inc.","checkmate pharmaceuticals, inc.",0.81
8181,coupa software incorporated,marin software incorporated,0.81
13477,alsp orchid acquisition corp. i,alsp orchid acquisition corporation i,0.81
8715,"quisitive technology solutions, inc.","greenwave technology solutions, inc.",0.81
2597,voya emerging mkts high dividend ey fd,voya emerging markets high dividend equity fund,0.81
2099,"elmer bancorp, inc.","stellar bancorp, inc.",0.81
13192,jpmorgan tr i,jpmorgan trust i,0.81
4802,h2o innovation inc.,onto innovations inc.,0.81
12329,austerlitz acquisition corp i,austerlitz acquisition corporation i,0.81
11593,"siga technologies, inc.","keysight technologies, inc.",0.81
11595,"wisa technologies, inc.","vislink technologies, inc.",0.81
10517,"supernova partners acq company ii, ltd.",supernova partners acquisition company iii ltd.,0.81
408,basic energy services,basic energy services inc.,0.81
7123,"pieris pharmaceuticals, inc.","provectus pharmaceuticals, inc.",0.81
10405,ivanhoe capital acquisition corp.,revelstone capital acquisition corp.,0.81
4855,nielsen holdings plc,nielsen holdings n.v.,0.81
13257,blue dolphin energy company,blue dolphin energy co.,0.81
2607,tocqueville trust,the tocqueville trust,0.81
8201,zincx resources corp.,cnx resources corp,0.81
6946,monterey capital acquisition corporation,primavera capital acquisition corporation,0.8
11104,schultze special purpose acq corp ii,schultze special purpose acquisition corp. ii,0.8
2616,"icu medical, inc.","acutus medical, inc.",0.8
7865,adit edtech acquisition corp,lava medtech acquisition corp.,0.8
7537,"the first bancshares, inc.",southern first bancshares inc.,0.8
10308,perimeter solutions sa,"perimeter solutions, inc.",0.8
5210,draxos capital corp.,argus capital corp.,0.8
13052,blackrock investment quality muni tr inc,blackrock investment quality municipal trust,0.8
12871,"cohen & steers quality inc rlty, fd inc.",cohen & steers quality income realty fund inc,0.8
9239,"s&t bancorp, inc.","select bancorp, inc.",0.8
5645,medtech acquisition corp,lava medtech acquisition corp.,0.8
10952,geopark limited,genpact limited,0.8
9221,suncor energy inc.,sunation energy inc.,0.8
12863,blackrock municipal income trust,blackrock municipal income quality trust,0.8
5531,virginia national bankshares corporation,international bancshares corporation,0.8
10421,"southern community bancshares, inc.","dime community bancshares, inc.",0.8
14042,schultze special purpose acquisition,schultze special purpose acquisition corp. ii,0.8
11133,"titan pharmaceuticals, inc.","actinium pharmaceuticals, inc.",0.8
9489,apex resources inc.,"arch resources, inc.",0.8
8592,"protalix biotherapeutics, inc.","arcutis biotherapeutics, inc.",0.8
2999,pangea natural foods inc.,united natural foods inc.,0.8
12715,nuveen massachusetts quality muni inc fd,nuveen massachusetts quality municipal income fund,0.8
242,pacific oak strategic opp. reit inc.,"pacific oak strategic opportunity reit, inc.",0.8
8245,"metaworks platforms, inc.","meta platforms, inc.",0.8
2204,houston american energy corp.,houston american energy corporation,0.8
7002,sa funds,ssga funds,0.8
161,hillestad pharmaceuticals inc.,kalvista pharmaceuticals inc,0.8
11166,iqhq inc,"iqhq, inc.",0.8
8450,public service enterprise group inc.,public service enterprise group incorporated,0.8
5204,"hertz global holdings, inc.","terminix global holdings, inc.",0.8
6769,western asset muni partners fd inc.,western asset municipal partners fund inc,0.8
824,inovalis real estate investment trust,pennsylvania real estate investment trust,0.8
6474,"pivot technology solutions, inc.","connectm technology solutions, inc.",0.8
2025,beard energy transition acq corp.,beard energy transition acquisition corp.,0.8
4386,"mgc ventures, inc.","vinco ventures, inc.",0.8
10877,fortrea holdings,fortrea holdings inc,0.8
12211,eaton vance tax-advantaged global div fd,eaton vance tax-advantage global dividend opp,0.8
8677,tmac resources inc.,ramaco resources inc,0.8
7758,regent pacific properties inc.,hudson pacific properties inc.,0.8
1519,invesco pa value municipal income trust,invesco pennsylvania value municipal income trust,0.8
7835,clearbridge energy midstream opp fd inc,clearbridge energy midstream opportunity fund inc,0.8
1618,apartment investment and management co.,apartment investment & management company,0.8
9108,high tide resources corp.,highpoint resources corp,0.8
12576,nuveen diversified dividend and inc fd,nuveen diversified dividend & income fund,0.8
7657,"simon property group acq. holdings, inc.",simon property group acquisition holdings inc.,0.8
936,information services corporation,stewart information services corporation,0.8
1271,the lion electric company,emerson electric company,0.8
14017,roth ch acquisition ii,roth ch acquisition v co.,0.8
1196,srq resources inc.,"arch resources, inc.",0.8
5946,"fluent, inc.","confluent, inc.",0.8
5071,pine trail real estate investment trust,pennsylvania real estate investment trust,0.8
12617,axios sustainable growth acq corp,axios sustainable growth acquisition corp,0.8
10783,"apollo global management, inc.","apollo asset management, inc.",0.8
13819,me therapeutics holdings inc.,"coeptis therapeutics holdings, inc.",0.8
10205,"apollo global management, inc.","apollo asset management, inc.",0.8
9906,pacific west bank,pacific west bancorp,0.8
7244,awakn life sciences corp.,anavex life sciences corp,0.8
12794,blackrock muniyield ny quality fd inc,blackrock muniyield new york quality fund inc.,0.8
1194,fennec pharmaceuticals inc.,regeneron pharmaceuticals inc.,0.8
10595,brookline capital acquisition corp.,benessere capital acquisition corp.,0.8
12375,"fidelity d & d bancorp, inc.",fidelity d & d bancorp,0.79
2269,"bassett furniture industries, inc.","bassett furniture industries, incorporated",0.79
4837,secure energy services inc.,superior energy services inc.,0.79
9724,rex american resources corp,rex american resources corporation,0.79
9397,wpd pharmaceuticals inc.,ironwood pharmaceuticals inc.,0.79
12675,bmgb capital corp.,argus capital corp.,0.79
9112,americold realty trust,"americold realty trust, inc.",0.79
4423,lahontan gold corp.,dakota gold corp.,0.79
9507,quantum corporation,quantumscape corporation,0.79
9391,phx energy services corp.,pioneer energy services corp.,0.79
1154,bcm resources corporation,permian resources corporation,0.79
8953,emerson electric co.,emerson electric company,0.79
9997,blackrock esg cap allocation term tr,blackrock esg capital allocation trust,0.79
11093,wbm capital corp.,rithm capital corp.,0.79
1635,"pluristem therapeutics, inc.","allarity therapeutics, inc.",0.79
12322,h.b. fuller company,l.b. foster company,0.79
5698,baylin technologies inc.,bottomline technologies inc.,0.79
13210,blackrock insured municipal income trust,blackrock california municipal income trust,0.79
4878,"arbor realty trust, inc.","americold realty trust, inc.",0.79
6999,rose hill acquisition corp,rose hill acquisition corporation,0.79
8561,amego capital corp.,argus capital corp.,0.79
10701,"gen restaurant group, inc.",fiesta restaurant group inc.,0.79
9249,"gain therapeutics, inc.","cartesian therapeutics, inc.",0.79
9429,pimco ca municipal income fund,pimco california municipal income fund,0.79
6089,western atlas resources inc.,western capital resources inc,0.79
8359,1844 resources inc.,qep resources inc.,0.79
11137,kraken energy corp.,talen energy corp,0.79
1944,aptose biosciences inc.,"artelo biosciences, inc.",0.79
3254,thermal energy international inc.,sunnova energy international inc.,0.79
13093,lazard global total return & incm fd inc,lazard global total return and income fund,0.79
6530,national bank holdings corp,national bank holdings corporation,0.79
6952,trutrace technologies inc.,retractable technologies inc.,0.79
12713,nuveen california quality muni inc fd,nuveen california quality municipal income fund,0.79
13464,silver spike iii acquisition corp.,silver spike acquisition corp ii,0.79
615,"summit midstream partners, lp",martin midstream partners lp,0.79
4467,dash capital corp.,rithm capital corp.,0.79
11860,yubba capital corp.,suro capital corp.,0.79
14035,ca healthcare acquisition corp.,gardiner healthcare acquisitions corp.,0.79
3263,varagon capital corporation,gladstone capital corporation,0.79
8876,project energy reimagined acq corp,project energy reimagined acquisition corp.,0.79
13621,allied hotel properties inc.,summit hotel properties inc.,0.79
10721,ism resources corp.,cnx resources corp,0.79
8551,akari therapeutics plc,aclaris therapeutics inc,0.79
3330,uex corporation,luminex corporation,0.79
9841,clearsign technologies corp,clearsign technologies corporation,0.79
4058,"mayville engineering company, inc.",mayville engineering co inc,0.79
1112,home capital group inc.,encore capital group inc,0.79
8176,geekco technologies corporation,autoscope technologies corporation,0.79
2489,antero midstream corporation,summit midstream corporation,0.79
6780,magna international inc.,moneygram international inc.,0.79
12516,fife capital corp.,rithm capital corp.,0.79
6915,bank of south carolina corporation,bank of south carolina corp.,0.79
883,think research corporation,national research corporation,0.79
4145,california water service group,california water service group holding,0.79
9437,pimco ny municipal income fd ii,pimco new york municipal income fund ii,0.79
5731,"deswell industries, inc.",barnwell industries inc.,0.79
7026,reko international group inc.,american international group inc.,0.79
2749,horizon acquisition corp. ii,horizon acquisition corporation ii,0.79
13501,nuo therapeutics inc,"tango therapeutics, inc.",0.79
10173,franklin templeton ltd duration inc tr,franklin templeton limited duration income trust,0.79
382,"the marketing alliance, inc.",marketing alliance inc,0.79
12872,cohen & steers closed-end opportunity,cohen & steers closed-end opportunity fund inc.,0.79
10048,mantech international corp.,mantech international corporation,0.79
2844,vector acquisition corp. ii,vector acquisition corporation ii,0.79
10505,southeastern banking corporation,southeastern bank financial corporation,0.79
1585,mimedia holdings inc.,"idw media holdings, inc.",0.79
9548,"reinsurance group of america, inc.","reinsurance group of america, incorporated",0.79
7732,valeura energy inc.,coterra energy inc.,0.79
6872,proqr therapeutics nv,protara therapeutics inc,0.79
13022,eaton vance municipal income trust,eaton vance new york municipal income trust,0.79
2351,btq technologies corp.,bitech technologies corp,0.79
3463,atrium mortgage investment corporation,cherry hill mortgage investment corporation,0.79
6287,"senseonics holdings, inc.","syntec optics holdings, inc.",0.79
8130,antibe therapeutics inc.,"aquestive therapeutics, inc.",0.79
10229,"rev group, inc.","revolve group, inc.",0.79
4535,silence therapeutics plc,soleno therapeutics inc,0.79
6118,proptech investment corporation ii,pivotal investment corporation iii,0.79
2786,hampton financial corporation,capital one financial corporation,0.79
10806,first seacoast bancorp,"first seacoast bancorp, inc.",0.79
3130,wilmington capital management inc.,bimini capital management inc,0.79
2854,smc corporation,semtech corporation,0.79
2889,eupraxia pharmaceuticals inc.,supernus pharmaceuticals inc.,0.79
